videoId,title,publishedAt,playlistId,esquema
0hZ3Pe1K9-g, ACE y una tarea: sistemas de ecuaciones, 2018-01-16, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
AjinDuRACGk, ACE y una tarea: razones trigonométricas, 2018-01-16, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
FaTz2K77x7U, ACE y una tarea: elipse, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
_KLiuWbUqbA, ACE y una tarea: simetría axial, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
6C3ZH-s0dyM, ACE y una tarea: ecuaciones cuadráticas, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
28JAsMRWlB4, ACE y una tarea: función seno, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
jqAQeHmjzM4, ACE y una tarea: función cúbica, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
YSM4NMI2p5E, ACE y una tarea: función racional, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
D-PhdvSoflw, ACE y una tarea: interés compuesto, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
Ykvu47Szl80, ACE y una tarea: prismas triangulares, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
k5OOYQ3Dt9Y, ACE y una tarea: sistemas de ecuaciones, 2018-04-03, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,3
KbEHxCg0QIo, ACE y una tarea: desigualdades lineales, 2019-04-06, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
BoVECqySSCo, ACE y una tarea: longitud circunferencia, 2019-04-06, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
9BgDC1-GNPs, ACE y una tarea: sucesión geométrica, 2019-04-06, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
_M4mbNgk-G8, ACE y una tarea: adición de fracciones, 2019-04-06, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
jD4cQRc7CVg, ACE y una tarea: relación de orden enteros, 2019-04-06, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
xVyuqshQ39w, ACE y una tarea: semejanza de triángulos, 2019-04-06, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
cWgyzEx7gAM, ACE y una tarea: orden racionales, 2019-04-06, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,6
mgCRVb5IgqA, ACE y una tarea: ecuación lineal, 2019-08-01, PLgESRxNhytd5A9hLwxZjgs_Sk1xm2B-OS,1
GbT28Es-UA8, Currículo matemáticas: permutaciones, 2017-12-19, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,9
oM8f7qqZQ4w, PISA y estándares: permutaciones, 2017-12-19, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,9
1pwKpWRqSEQ, Estructura conceptual: permutaciones, 2017-12-19, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,9
itk9l6ECxiA, Sistemas representación: permutaciones, 2017-12-19, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,9
oCTQQYQSl_Y, Fenomenología: permutaciones, 2017-12-19, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,9
nm6x5rATTIU, Análisis de contenido: permutaciones, 2017-12-19, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,9
z9YExQTFLf0, Dificultades y errores: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
7Oy66fBNLI8, Caracterización objetivo: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
cZUHuUZRkKc, Versión inicial tareas: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
Uws2OPHQ2Cc, Caracterización objetivos: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
CsSFYCzOu0g, Análisis de tareas: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
7iqpuphtKac, Previsiones tareas: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
mYErho6Wjlc, Secuencia de tareas: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
WJLHbPREBs4, Tarea diagnóstica: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
urJLla72BMs, Diario del estudiante: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
r7NoccM48lo, Diario del profesor: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
b8qe9sy_RJg, Evaluación e instrucción: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
oarVp-_vGo4, Expectativas: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
xbkaFVKyycg, ACE y una tarea: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
EXYhsxd9gMs, Análisis objetivo 1: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
_5vjfUKQgzc, Análisis objetivos: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
0O4vQQ075uY, Interpretación resultados: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
d_ZPciUMVLw, Dimensión afectiva: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
Op7gVivZzk0, Dimensión cognitiva: permutaciones, 2018-01-15, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,5
BXvAOylhjjc, Mejora unidad didáctica: permutaciones, 2018-01-16, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,6
jnbIf1iuV6w, Nuevo diseño : permutaciones, 2018-01-16, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,6
tuFE7GmfLtQ, Resumen experiencia: permutaciones, 2018-01-16, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,6
xfW3L_njKhs, Resumen y cartilla: permutaciones, 2018-01-16, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,6
rvkQaYkygvs, Versión 2 cartilla: permutaciones, 2018-01-16, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,6
sLuDVDRY6bA, Informe final: permutaciones, 2018-01-16, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,6
cyrhssT_VUQ, Concreción tema: permutaciones, 2018-04-04, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,4
peCVSt6zlQo, Expectativas: permutaciones, 2018-04-10, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,0
TAhj7XP1JT4, Informe final: permutaciones, 2018-04-10, PLgESRxNhytd5b3LSPflnJhLNfeT023fu3,0
xp7W-D6fAdE, PISA y estándares: sucesión geométrica, 2018-03-20, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,0
cMWhChakgIk, Currículo matemáticas: sucesión geométrica, 2018-03-20, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,0
uO8grdIoroI, Concreción tema: sucesión geométrica, 2018-03-20, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,0
-tGWj21cBSQ, Noción currículo: sucesión geométrica, 2018-03-20, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,0
X-oP71IY0CA, Estructura conceptual: sucesión geométrica, 2018-04-14, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,4
DPCWda8LHCQ, Sistemas representación: sucesión geométrica, 2018-04-28, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,8
2LSOKxq_P1M, Fenomenología: sucesión geométrica, 2018-05-12, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,2
ITu0zakzUMQ, Análisis de contenido: sucesión geométrica, 2018-05-26, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,6
uQsITZKNq9E, Expectativas: sucesión geométrica, 2018-08-11, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,1
08GYsbHW0hI, Dificultades y errores: sucesión geométrica, 2018-08-25, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,5
S0ufR3a-9eU, Caracterización objetivo: sucesión geométrica, 2018-09-08, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,8
FS4t7S8xyIY, Versión inicial tareas: sucesión geométrica, 2018-10-13, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,3
YZDh41BSmSc, Previsiones tareas: sucesión geométrica, 2018-10-27, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,7
DB4sU3JeMWg, Análisis de tareas: sucesión geométrica, 2018-11-10, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,0
xg0paKxydoY, Secuencia de tareas: sucesión geométrica, 2018-11-24, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,4
qFLK5Qdv_ok, Tarea diagnóstica: sucesión geométrica, 2019-02-05, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,5
6ESlhd2EvT8, Diario del estudiante: sucesión geométrica, 2019-02-16, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,6
ocTb47C1In4, Diario del profesor: sucesión geométrica, 2019-03-02, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,2
2WgHpRVv974, Evaluación e instrucción: sucesión geométrica, 2019-03-16, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,6
9BgDC1-GNPs, ACE y una tarea: sucesión geométrica, 2019-04-06, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,6
VjLXc6oyszc, Análisis objetivo 1: sucesión geométrica, 2019-04-27, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,7
EILtr-gFUZU, Análisis objetivos: sucesión geométrica, 2019-05-11, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,1
mPKHgVY3Boc, Interpretación resultados: sucesión geométrica, 2019-05-25, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,5
CQwIVBvDaec, Dimensión afectiva: sucesión geométrica, 2019-08-10, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,0
API8Gp2LDvQ, Dimensión cognitiva: sucesión geométrica, 2019-08-24, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,4
mpo2lng_TTg, Mejora unidad didáctica: progresiones geométricas, 2019-09-07, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,7
wpOQAzwMVVo, Nuevo diseño: progresiones geométricas, 2019-09-21, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,1
3waAatlExV0, Resumen experiencia: progresiones geométricas, 2019-10-12, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,2
ui9x0Ko8TGo, Resumen y cartilla: progresiones geométricas, 2019-10-26, PLgESRxNhytd5D3Z3gE6pG-O4YxHKModoU,6
2syqeVkC8UE, Discusión: Currículo matemáticas, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
svxIk-PJJtM, Discusión: PISA y estándares, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
QyL0piWphi4, Discusión: Concreción tema, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
cP7lCU4allU, Discusión: Estructura conceptual, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
o8L0Y1NRUCE, Discusión: Fenomenología, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
xymozw4GmFQ, Discusión: Análisis de contenido, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
2KPRMkyodhE, Discusión: Expectativas, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
KVkdouDSb2U, Discusión: Dificultades y errores, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
mE593zsKnFY, Discusión: Caracterización objetivo, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
28G530AeAlw, Discusión: Caracterización objetivos, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
kMiQ5D6MzH0, Discusión: Versión inicial tareas, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
AJwpvH3wlDw, Discusión: Previsiones tareas, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
Kliv8rZkslE, Discusión: Análisis de tareas, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
znktBrouXEY, Discusión: Tarea diagnóstica, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
oOs6TvERPIY, Discusión: Diario del estudiante, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
CZf1jqU3Dis, Discusión: Diario del profesor, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
-mxqA9tmI3A, Discusión: Evaluación e instrucción, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
hgWL_WiJumI, Discusión: ACE y una tarea, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
PZiI-zFUB6o, Discusión: Análisis objetivo 1, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
Jplw8BmOhe4, Discusión: Análisis objetivos, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
v67ZisIxOII, Discusión: Interpretación resultados, 2017-12-12, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,2
3wL8Wku5OMo, Noción currículo: rotación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
8Ke_qazV90U, Noción currículo: función lineal, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
TsrnG9tBG1I, Noción currículo: espacios muestrales, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
YtWaOYTtjY0, Noción currículo: distancia entre puntos, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
SDzVdUq-47Q, Noción currículo: probabilidad condicional, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
kMoT1vJJoz8, Noción currículo: principio multiplicación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
_R1IV4H5fUk, Noción currículo: función exponencial, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
9XIcprzBXuU, Currículo matemáticas: rotación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
JL0o2ZEvuL0, Currículo matemáticas: distancia entre puntos, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
IN1kySgp9Kg, Currículo matemáticas: función lineal, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
Pj7YyvMqp58, Currículo matemáticas: probabilidad condicional, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
1z7Mrh1TVsk, Currículo matemáticas: espacios muestrales, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
LBH2kGnl3m4, Currículo matemáticas: función exponencial, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
yRoLYHwLuoo, PISA y estándares: rotación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
9rC5C_ypi7g, Currículo matemáticas: principio multiplicación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
hQFlzxZaVy4, PISA y estándares: distancia entre puntos, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
NZLOz4-sbHo, PISA y estándares: función lineal, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
4VjvnVYjqjU, PISA y estándares: espacios muestrales, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
D5n1P9Ntlfo, PISA y estándares: probabilidad condicional, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
uP0FGEb9ulg, PISA y estándares: función exponencial, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
R-lyHFZxCoo, PISA y estándares: principio multiplicación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
mp4euQUwrxU, Concreción tema: rotación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
FSRXcBVD-L0, Concreción tema: distancia entre puntos, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
ucMpoMJnfn4, Concreción tema: función lineal, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
JGqMZRjvQGk, Concreción tema: probabilidad condicional, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
NGVXfakiONk, Concreción tema: espacios muestrales, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
y6wq0a2jFyU, Concreción tema: función exponencial, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
eYYZTPjk8dM, Concreción tema: principio multiplicación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
Ta7MOlEhIho, Estructura conceptual: rotación, 2017-12-14, PLgESRxNhytd5ESGp4d5dl7OxZ0xE5QGI4,4
djHpqbk016c, Discusión: Dificultades y errores, 2017-11-30, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,0
eMfG0r2D9Ps, Discusión: Dificultades y errores, 2017-12-05, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
g-hbYkkuubI, Dificultades y errores: sucesiones aritméticas, 2017-12-11, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,1
iVnE7gFm-V4, Dificultades y errores: función racional, 2017-12-11, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,1
Q30ZLSN5vP0, Dificultades y errores: interés compuesto, 2017-12-11, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,1
t7X-Zc_u7yw, Dificultades y errores: función cúbica, 2017-12-11, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,1
v09C2uZhVi0, Dificultades y errores: intervalos, 2017-12-11, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,1
WCBzb_GXRhI, Dificultades y errores: razón, 2017-12-11, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,1
KVkdouDSb2U, Discusión: Dificultades y errores, 2017-12-12, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,2
u2IrCWvIIXI, Dificultades y errores: rotación, 2017-12-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
Gol0mugjahU, Dificultades y errores: función lineal, 2017-12-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
WHcGBNqtgJk, Dificultades y errores: espacios muestrales, 2017-12-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
zKWQumJi3CQ, Dificultades y errores: probabilidad condicional, 2017-12-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
xKJuNNjbEXU, Dificultades y errores: función exponencial, 2017-12-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
RM89adywTgw, Dificultades y errores: principio multiplicación, 2017-12-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
s0sZddWnYqo, Dificultades y errores: distancia entre puntos, 2017-12-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
2OP1YJiHYas, Dificultades y errores: área región sombreada, 2018-01-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
l65UhTcr0HQ, Dificultades y errores: idea intuitiva de límite, 2018-01-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
z9YExQTFLf0, Dificultades y errores: permutaciones, 2018-01-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
MkmZUhK5ED8, Dificultades y errores: cuadrado del binomio, 2018-01-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
ZbdVyh5uVng, Dificultades y errores: áreas de polígonos, 2018-01-15, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
suKUASVeUbA, Dificultades y errores: números enteros, 2018-01-16, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,6
6EyI6q-hHkQ, Dificultades y errores: ecuaciones lineales, 2018-01-16, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,6
kdTNd0O2iTg, Dificultades y errores: sistemas de ecuaciones, 2018-01-16, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,6
5nSMOO8u40s, Dificultades y errores: ecuaciones lineales, 2018-01-16, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,6
tI3E2VXbIQ0, Dificultades y errores: razones trigonométricas, 2018-01-16, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,6
49YSZuBpsBw, Dificultades y errores: ecuación lineal, 2018-03-02, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,2
E8QGj3KJTb4, Dificultades y errores: razones trigonométricas, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
hdvmycpCies, Dificultades y errores: rotación, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
vwl_dgE4sGk, Dificultades y errores: distancia entre puntos, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
kmoUkVJu_Dg, Dificultades y errores: función lineal, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
i1vcdg2nEP4, Dificultades y errores: función exponencial, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
KVpVBsHVLOo, Dificultades y errores: función racional, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
_LKv-b5n1fk, Dificultades y errores: función cúbica, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
NhzsE6JjkCw, Dificultades y errores: intervalos, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
97lSyz6Bssc, Dificultades y errores: simetría axial, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
eS59VnQn8hg, Dificultades y errores: función seno, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
X1ZSOQAltMM, Dificultades y errores: prismas triangulares, 2018-04-04, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,4
ILYR7TSddQE, Dificultades y errores: ecuaciones cuadráticas, 2018-04-05, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
VHToUj5aawc, Dificultades y errores: elipse, 2018-04-06, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,6
r0E7zoAsL3E, Dificultades y errores: adición de fracciones, 2018-08-25, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
08GYsbHW0hI, Dificultades y errores: sucesión geométrica, 2018-08-25, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
aUoDCZUUIz4, Dificultades y errores: relación de orden enteros, 2018-08-25, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
fGIbUu6x5vk, Dificultades y errores: semejanza de triángulos, 2018-08-25, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
OZ7CUqJ-ppU, Dificultades y errores: longitud circunferencia, 2018-08-25, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
znz2rp7DzjY, Dificultades y errores: orden racionales, 2018-08-25, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
UWHTfB2nFs0, Dificultades y errores: desigualdades lineales, 2018-08-25, PLgESRxNhytd5FIYnW0o1t9yI2GC06XNV3,5
HI2scxHvGg0, Análisis de tareas de sucesiones aritméticas MAD4, 2017-11-28, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,8
ltLzTL-LcXI, Discusión: Previsiones tareas, 2017-11-30, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,0
DsQ2cKB-Hqk, Discusión: Análisis de tareas, 2017-11-30, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,0
GY3-RhHmKM4, Discusión: Secuencia de tareas, 2017-11-30, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,0
0zj1XUeKTek, Discusión: Versión inicial tareas, 2017-12-05, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,5
fupBmB_mC2w, Discusión: Previsiones tareas, 2017-12-05, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,5
UEI2fQ9g6l0, Discusión: Secuencia de tareas, 2017-12-05, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,5
fNsa1mHIRYs, Versión inicial tareas: sucesiones aritméticas, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
VOsOVztKl38, Versión inicial tareas: función racional, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
6mcrWkotJtM, Versión inicial tareas: interés compuesto, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
aIh5md4_RYE, Versión inicial tareas: función cúbica, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
QSGB1UyXqbk, Versión inicial tareas: intervalos, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
-kFMej6_wCk, Versión inicial tareas: razón, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
vdnLKxtSS6c, Previsiones tareas: función racional, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
v-hqIZZWDRQ, Previsiones tareas: sucesiones aritméticas, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
i4LYDd5WD5g, Previsiones tareas: interés compuesto, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
ci4j0buIIRA, Previsiones tareas: función cúbica, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
pucSTD3Xb1o, Previsiones tareas: intervalos, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
53JObwVc4-M, Previsiones tareas: razón, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
FehoP4fnERI, Análisis de tareas: función racional, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
oRfDTqi6PSc, Secuencia de tareas: sucesiones aritméticas, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
-p6ytDRzjAI, Análisis de tareas: función cúbica, 2017-12-11, PLgESRxNhytd5g_6aDzxVv4qSFE_a59sF6,1
