Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
6/7/2018,NARIÑO,SAMANIEGO,Viernes,22:30:00,VEREDA SANTA LUCIA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,52678000,1
6/7/2018,NORTE DE SANTANDER,LOS PATIOS,Viernes,19:40:00,BARRIO PATIO CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,54405000,1
6/7/2018,SUCRE,SAN ONOFRE,Viernes,1:00:00,VEREDA LA PELONA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,VENEZUELA,INDEPENDIENTE,-,SECUNDARIA,70713000,1
6/7/2018,SUCRE,SINCELEJO (CT),Viernes,6:00:00,PETACA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,45,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70001000,1
6/7/2018,TOLIMA,FRESNO,Viernes,22:30:00,CENTRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,27,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,73283000,1
6/7/2018,TOLIMA,FRESNO,Viernes,22:30:00,CENTRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,37,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,73283000,1
6/7/2018,VALLE,CALI (CT),Viernes,18:00:00,MANUELA BELTRAN E14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,75,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
6/7/2018,VALLE,CALI (CT),Viernes,6:15:00,LOS LIBERTADORES E3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
7/7/2018,ANTIOQUIA,APARTADÓ,Sábado,17:40:00,VDA.EL OSITO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5045000,1
7/7/2018,ANTIOQUIA,LA ESTRELLA,Sábado,23:40:00,CAQUETA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,41,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5380000,1
7/7/2018,ANTIOQUIA,VEGACHÍ,Sábado,13:00:00,LA CRISTALINA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5858000,1
7/7/2018,ATLÁNTICO,BARRANQUILLA (CT),Sábado,21:30:00,BENDICION DE DIOS,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,8001000,1
7/7/2018,ATLÁNTICO,BARRANQUILLA (CT),Sábado,5:25:00,EL BOSQUE,URBANA,VIAS PUBLICAS,CONTUNDENTES,-,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,8001000,1
7/7/2018,ATLÁNTICO,SOLEDAD,Sábado,9:00:00,FERROCARRIL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8758000,1
7/7/2018,CALDAS,LA DORADA,Sábado,16:54:00,FERROMEXICO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,17380000,1
7/7/2018,CESAR,EL COPEY,Sábado,20:00:00,COR. CARACOLICITO,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,20238000,1
7/7/2018,CESAR,VALLEDUPAR (CT),Sábado,10:10:00,LA GRANJA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,50,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,20001000,1
7/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,13:15:00,EL CODITO E-1,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
7/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,4:45:00,CIUDAD DE CALI E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
7/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,16:05:00,SAN VICTORINO E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
7/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,6:12:00,CARVAJAL E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,65,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
7/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,11:39:00,LA FAVORITA E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,11001000,1
7/7/2018,CUNDINAMARCA,SOACHA,Sábado,22:33:00,VILLA SOFIA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,25754000,1
7/7/2018,HUILA,PITALITO,Sábado,18:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EDUCADOR,-,SECUNDARIA,41551000,1
7/7/2018,MAGDALENA,ARACATACA,Sábado,16:30:00,SAMPUES      (C-2),URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47053000,1
7/7/2018,MAGDALENA,ARACATACA,Sábado,16:30:00,SAMPUES      (C-2),URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47053000,1
7/7/2018,MAGDALENA,PEDRAZA,Sábado,6:00:00,CORREGIMIENTO DE BAHIA HONDA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,64,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47541000,1
7/7/2018,MAGDALENA,SANTA MARTA (CT),Sábado,14:30:00,MAMATOCO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47001000,1
7/7/2018,MAGDALENA,SANTA MARTA (CT),Sábado,15:50:00,OBRERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47001000,1
7/7/2018,META,PUERTO GAITÁN,Sábado,21:58:00,MANACACIAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,50568000,1
7/7/2018,NARIÑO,EL ROSARIO,Sábado,10:00:00,CENTRO,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,49,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,52256000,1
7/7/2018,NARIÑO,MALLAMA,Sábado,3:00:00,VEREDA EL ARCO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,-,23,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,52435000,1
7/7/2018,NORTE DE SANTANDER,TEORAMA,Sábado,10:00:00,VEREDA VIJAGUAL,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,54800000,1
7/7/2018,PUTUMAYO,PUERTO ASÍS,Sábado,18:00:00,VDA EL PALMAR,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86568000,1
7/7/2018,SANTANDER,BARRANCABERMEJA,Sábado,9:40:00,LA CAMPANA,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68081000,1
7/7/2018,SANTANDER,FLORIDABLANCA,Sábado,23:00:00,INV. EL PARAMO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68276000,1
7/7/2018,SANTANDER,SABANA DE TORRES,Sábado,19:45:00,GAITAN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,68655000,1
7/7/2018,SUCRE,SINCELEJO (CT),Sábado,16:55:00,VILLA  MADY,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,70001000,1
7/7/2018,TOLIMA,IBAGUÉ (CT),Sábado,23:25:00,BRISAS DE COMBEIMA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73001000,1
7/7/2018,VALLE,ANSERMANUEVO,Sábado,20:55:00,EL SALAZAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,76041000,1
7/7/2018,VALLE,ANSERMANUEVO,Sábado,20:55:00,EL SALAZAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,ANALFABETA,76041000,1
7/7/2018,VALLE,BUENAVENTURA,Sábado,8:40:00,CORREGIMIENTO ZARAGOZA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,71,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,76109000,1
7/7/2018,VALLE,CALI (CT),Sábado,13:37:00,SUCRE E9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
7/7/2018,VALLE,CARTAGO,Sábado,23:55:00,NUEVA COLOMBIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76147000,1
7/7/2018,VALLE,GUACARÍ,Sábado,9:00:00,CORREGIMIENTO SONSO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76318000,1
7/7/2018,VALLE,ZARZAL,Sábado,17:00:00,SAN RAFAEL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76895000,1
8/7/2018,ANTIOQUIA,ANDES,Domingo,23:15:00,PARQUE PRINCIPAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5034000,1
8/7/2018,ANTIOQUIA,ANORÍ,Domingo,2:00:00,PARQUE PRINCIPAL,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5040000,1
8/7/2018,ANTIOQUIA,CHIGORODÓ,Domingo,1:50:00,EL BOSQUE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5172000,1
8/7/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,15:50:00,LOS ALCAZARES C-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,1
8/7/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,15:50:00,LOS ALCAZARES C-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,1
8/7/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,21:35:00,VEINTE DE JULIO C-13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,1
8/7/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,1:55:00,LOS COLORES C-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,NO REPORTADO,5001000,1
8/7/2018,ANTIOQUIA,MUTATÁ,Domingo,9:00:00,CGTO. BELEN DE BAJIRA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5480000,1
8/7/2018,ANTIOQUIA,RIONEGRO,Domingo,1:00:00,LOS CRISTALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO VEHICULO,16,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5615000,1
8/7/2018,ANTIOQUIA,TARAZÁ,Domingo,23:00:00,RIO MAN,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,TECNICO PROFESIONAL EN SERVICIO DE POLICIA,TECNICO,5790000,1
8/7/2018,ANTIOQUIA,TURBO,Domingo,14:30:00,CGTO. CURRULAO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5837000,1
8/7/2018,ANTIOQUIA,YOLOMBÓ,Domingo,21:44:00,CASTILLOS DEL CARI,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5890000,1
8/7/2018,ARAUCA,FORTUL,Domingo,16:00:00,VEREDA PALMERITO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,45,MASCULINO,UNION LIBRE,VENEZUELA,EMPLEADO PARTICULAR,-,PRIMARIA,81300000,1
8/7/2018,ARAUCA,FORTUL,Domingo,17:00:00,VEREDA LAS MALVINAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,PRIMARIA,81300000,1
8/7/2018,ARAUCA,SARAVENA,Domingo,21:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,21,MASCULINO,SOLTERO,VENEZUELA,EMPLEADO PARTICULAR,-,PRIMARIA,81736000,1
8/7/2018,ATLÁNTICO,BARRANQUILLA (CT),Domingo,8:30:00,CHIQUINQUIRA,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,66,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,1
8/7/2018,ATLÁNTICO,BARRANQUILLA (CT),Domingo,23:40:00,POR FIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,1
8/7/2018,ATLÁNTICO,SOLEDAD,Domingo,4:35:00,CIUDAD PARAISO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,8758000,1
8/7/2018,BOLÍVAR,CARTAGENA (CT),Domingo,22:05:00,EL MILAGRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR TAXI,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,NO REPORTADO,13001000,1
8/7/2018,BOLÍVAR,CARTAGENA (CT),Domingo,2:35:00,CIUDAD BICENTENARIO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,1
8/7/2018,BOLÍVAR,SAN PABLO,Domingo,16:20:00,TRINCHERAS,RURAL,FINCAS Y SIMILARES,MINA ANTIPERSONA,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,13670000,1
8/7/2018,CALDAS,LA DORADA,Domingo,21:55:00,LAS FERIAS,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,17380000,1
8/7/2018,CAUCA,MIRANDA,Domingo,10:16:00,EL RUIZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19455000,1
8/7/2018,CAUCA,PATÍA,Domingo,11:50:00,C/MIENTO LA FONDA,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,19532000,1
8/7/2018,CESAR,GONZÁLEZ,Domingo,20:02:00,CARRETERO,URBANA,HELADERIA,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20310000,1
8/7/2018,CESAR,VALLEDUPAR (CT),Domingo,6:30:00,LA GRANJA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,20001000,1
8/7/2018,CHOCÓ,BAHÍA SOLANO,Domingo,17:00:00,BARRIO NUEVO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27075000,1
8/7/2018,CHOCÓ,BAHÍA SOLANO,Domingo,15:15:00,BARRIO NUEVO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27075000,1
8/7/2018,CHOCÓ,CARMEN DEL DARIEN,Domingo,17:30:00,VDA NUEVA ESPERANZA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,27150000,1
8/7/2018,CHOCÓ,SAN JOSÉ DEL PALMAR,Domingo,9:30:00,VEREDA SURAMITA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,-,SECUNDARIA,27660000,1
8/7/2018,CÓRDOBA,MONTERÍA (CT),Domingo,23:26:00,RANCHO GRANDE,URBANA,LOCAL COMERCIAL,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,14:00:00,EGIPTO ALTO E-17,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:30:00,VILLA HERMOSA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:50:00,DIVINO ROSTRO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,18:10:00,EL RECUERDO SUR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2:50:00,RAMAJAL E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,18:55:00,CAPELLANIA E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,22:48:00,GRAN BRITALIA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,22:48:00,GRAN BRITALIA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:06:00,FATIMA E-6,URBANA,TIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,3:43:00,LA ORQUÍDEA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
8/7/2018,CUNDINAMARCA,CAJICÁ,Domingo,6:30:00,VER.RIO GRANDE,RURAL,CAÑOS,CONTUNDENTES,A PIE,A PIE,46,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25126000,1
8/7/2018,CUNDINAMARCA,FACATATIVÁ,Domingo,1:56:00,CHAPINERO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25269000,1
8/7/2018,CUNDINAMARCA,SOACHA,Domingo,2:00:00,EL NOGAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25754000,1
8/7/2018,GUAJIRA,URIBIA,Domingo,4:00:00,COMUNIDAD INDIGENA,RURAL,RANCHERIA,CONTUNDENTES,A PIE,A PIE,77,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,ANALFABETA,44847000,1
8/7/2018,GUAJIRA,VILLANUEVA,Domingo,18:00:00,SECTOR DE LA VARIANTE,RURAL,LOTE BALDIO,CONTUNDENTES,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44874000,1
8/7/2018,MAGDALENA,FUNDACIÓN,Domingo,20:30:00,JUAN XXIII (C-2),URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47288000,1
8/7/2018,NARIÑO,FRANCISCO PIZARRO,Domingo,19:20:00,LA PLAYA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52520000,1
